old_url,old_path,status,new_url,match_type,notes
https://ideas-block.com/imagery-workshop-hide-seek-24th-march-17-00/,/imagery-workshop-hide-seek-24th-march-17-00/,auto,http://localhost:8000/blog/imagery-workshop-hide-seek-24th-march-17-00/,auto,BlogPostPage pk=66
https://ideas-block.com/sound-cycle-looper-workshop-gonsofus-4th-april-18-30/,/sound-cycle-looper-workshop-gonsofus-4th-april-18-30/,auto,http://localhost:8000/blog/sound-cycle-looper-workshop-gonsofus-4th-april-18-30/,auto,BlogPostPage pk=38
https://ideas-block.com/exhibition-escaping-rabbit-hole-closing-event-excursion-music-14-april-19-00/,/exhibition-escaping-rabbit-hole-closing-event-excursion-music-14-april-19-00/,fallback,/,fallback,no match found — redirecting to homepage
https://ideas-block.com/sound-cycle-modular-synthesis-workshop-17th-april-18-30/,/sound-cycle-modular-synthesis-workshop-17th-april-18-30/,auto,http://localhost:8000/blog/sound-cycle-modular-synthesis-workshop-17th-april-18-30/,auto,BlogPostPage pk=70
https://ideas-block.com/void-years-exhibition-opening-andrei-abramenko-19th-april-19-00/,/void-years-exhibition-opening-andrei-abramenko-19th-april-19-00/,fallback,/,fallback,no match found — redirecting to homepage
https://ideas-block.com/shibori-textiles-dyeing-workshop-21st-april-17-00/,/shibori-textiles-dyeing-workshop-21st-april-17-00/,auto,http://localhost:8000/blog/shibori-textiles-dyeing-workshop-21st-april-17-00/,auto,BlogPostPage pk=69
https://ideas-block.com/sound-cycle-songwriting-seminar-22nd-april-18-00/,/sound-cycle-songwriting-seminar-22nd-april-18-00/,auto,http://localhost:8000/blog/sound-cycle-songwriting-seminar-22nd-april-18-00/,auto,BlogPostPage pk=59
https://ideas-block.com/david-tesinsky-cz-subcultures-worldwide-photo-show-25th-april-19-00/,/david-tesinsky-cz-subcultures-worldwide-photo-show-25th-april-19-00/,fallback,/,fallback,no match found — redirecting to homepage
https://ideas-block.com/straw-gardens-sodai-folk-art-workshop-26th-april-18-30/,/straw-gardens-sodai-folk-art-workshop-26th-april-18-30/,auto,http://localhost:8000/blog/straw-gardens-sodai-folk-art-workshop-26th-april-18-30/,auto,BlogPostPage pk=61
https://ideas-block.com/guillaume-gargaud-live-ideas-block-28th-april-18-00/,/guillaume-gargaud-live-ideas-block-28th-april-18-00/,auto,http://localhost:8000/blog/guillaume-gargaud-live-ideas-block-28th-april-18-00/,auto,BlogPostPage pk=62
https://ideas-block.com/open-call-sustainable-ideas/,/open-call-sustainable-ideas/,auto,http://localhost:8000/blog/open-call-sustainable-ideas/,auto,BlogPostPage pk=64
https://ideas-block.com/street-music-day-gatves-muzika-prostitucijos-skvere/,/street-music-day-gatves-muzika-prostitucijos-skvere/,auto,http://localhost:8000/blog/street-music-day-gatves-muzika-prostitucijos-skvere/,auto,BlogPostPage pk=150
https://ideas-block.com/community-market-fair-trade-day-12th-may-16-00/,/community-market-fair-trade-day-12th-may-16-00/,auto,http://localhost:8000/blog/community-market-fair-trade-day-12th-may-16-00/,auto,BlogPostPage pk=68
https://ideas-block.com/mind-sharpener-difficult-poems-davide-castiglione-24th-may-18-00/,/mind-sharpener-difficult-poems-davide-castiglione-24th-may-18-00/,fallback,/blog/,fallback,mind sharpener talk → blog index
